KB_Relative_Information_tr_vs_tr-x1,KB_Relative_Information_tr_vs_te,KB_Relative_Information_tr-x1_vs_te,KB_Relative_Information_tr-x1_vs_te-x1,KB_Relative_Information_tr_vs_te-x1,KB_Relative_Information_Range,KB_Relative_Information_Avg,KB_Relative_Information_StDev,Kappa_tr-x1_vs_te,Kappa_tr_vs_te,Kappa_tr_vs_tr-x1,Kappa_tr-x1_vs_te-x1,Kappa_tr_vs_te-x1,Kappa_Range,Kappa_Avg,Kappa_StDev,IR_Recall_tr-x1_vs_te-x1,IR_Recall_tr_vs_te-x1,IR_Recall_tr_vs_tr-x1,IR_Recall_tr_vs_te,IR_Recall_tr-x1_vs_te,IR_Recall_Range,IR_Recall_StDev,IR_Recall_Avg,PercCorrect_tr_vs_tr-x1,PercCorrect_tr-x1_vs_te-x1,PercCorrect_tr_vs_te-x1,PercCorrect_tr-x1_vs_te,PercCorrect_tr_vs_te,PercCorrect_Range,PercCorrect_Avg,PercCorrect_StDev,Unweighted_Macro_F_tr_vs_tr-x1,Unweighted_Macro_F_tr_vs_te-x1,Unweighted_Macro_F_tr_vs_te,Unweighted_Macro_F_tr-x1_vs_te-x1,Unweighted_Macro_F_tr-x1_vs_te,Unweighted_Macro_F_Range,Unweighted_Macro_F_Avg,Unweighted_Macro_F_StDev,IR_Precision_tr_vs_te,IR_Precision_tr_vs_te-x1,IR_Precision_tr-x1_vs_te,IR_Precision_tr-x1_vs_te-x1,IR_Precision_tr_vs_tr-x1,IR_Precision_Range,IR_Precision_StDev,IR_Precision_Avg,SF_Entropy_Gain_tr_vs_te,SF_Entropy_Gain_tr-x1_vs_te,SF_Entropy_Gain_tr_vs_te-x1,SF_Entropy_Gain_tr-x1_vs_te-x1,SF_Entropy_Gain_tr_vs_tr-x1,SF_Entropy_Gain_Range,SF_Entropy_Gain_Avg,SF_Entropy_Gain_StDev,KB_Mean_Information_tr_vs_te,KB_Mean_Information_tr-x1_vs_te-x1,KB_Mean_Information_tr_vs_tr-x1,KB_Mean_Information_tr-x1_vs_te,KB_Mean_Information_tr_vs_te-x1,KB_Mean_Information_Range,KB_Mean_Information_Avg,KB_Mean_Information_StDev,Weighted_AreaUnderROC_tr_vs_te-x1,Weighted_AreaUnderROC_tr_vs_tr-x1,Weighted_AreaUnderROC_tr-x1_vs_te,Weighted_AreaUnderROC_tr-x1_vs_te-x1,Weighted_AreaUnderROC_tr_vs_te,Weighted_AreaUnderROC_Range,Weighted_AreaUnderROC_Avg,Weighted_AreaUnderROC_StDev,TargetLabel
1802.89512,27208.67037,25405.77526,21827.00462,23629.89974,27208.67037,10669.53343,14249.60082,0.4509,0.47541,0.0245,0.45214,0.47664,0.47664,0.25953,0.26795,0.22607,0.2355,0.00943,0.3644,0.35497,0.3644,0.17843,0.59668,0.94285,22.60698,23.54983,35.4968,36.43965,36.43965,59.6681,17.84325,0.01058,0.28084,0.36332,0.27026,0.35275,0.36332,0.5835,0.18602,0.12315,0.25128,0.10188,0.23001,0.02127,0.25128,0.11491,0.67326,12043.22057,16312.51636,-43736.56714,-39467.27135,-4269.29579,55779.78771,-72265.33711,24171.78411,0.70722,0.43187,0.01205,0.69517,0.44392,0.70722,0.18015,0.34599,0.27882,0.01043,0.26111,0.2684,0.27154,0.27882,0.6525,0.15595,Bad
7612.7911,36452.00723,28839.21614,29536.38772,37149.17881,37149.17881,16688.79116,19303.17232,0.86684,0.86722,0.00038,0.85168,0.85206,0.86722,0.36951,0.49624,0.42584,0.42998,0.00414,0.39489,0.39075,0.42998,0.23736,0.69641,0.41394,42.58373,42.99767,39.07496,39.4889,42.99767,69.64096,23.73619,0.00025,0.4366,0.43488,0.43636,0.43464,0.4366,0.68178,0.25151,0.37843,0.4321,0.37533,0.429,0.0031,0.4321,0.23412,0.70013,435.67687,374.10506,389.60692,328.03511,61.57181,435.67687,55.59748,222.68869,0.68117,0.71662,0.0099,0.67126,0.72652,0.72652,0.35836,0.40395,0.45994,0.0015,0.4679,0.45843,0.4694,0.4694,0.68144,0.26787,Bad
-88.96457,487.30465,576.26922,461.19761,372.23304,576.26922,194.60907,280.17389,0.27273,0.23177,-0.04096,0.27273,0.23177,0.27273,0.12612,0.14659,0.13636,0.11062,-0.02574,0.21668,0.24242,0.24242,0.11123,0.53523,-2.57442,13.63636,11.06195,24.24242,21.66801,24.24242,53.52306,11.12292,-0.02748,0.2748,0.32552,0.30228,0.353,0.353,0.46492,0.18276,0.48883,0.39401,0.48231,0.3875,0.00651,0.48883,0.25593,0.42168,4.68864,6.17529,3.226,4.71266,-1.48665,6.17529,1.23245,2.84434,0.06459,0.04834,-0.01984,0.08443,0.02849,0.08443,0.01596,0.03668,0.11928,-0.03744,0.16589,0.15672,0.12845,0.16589,0.58742,0.08381,Bad
559.83329,10430.64419,9870.8109,9474.25593,10034.08922,10430.64419,5913.52407,5752.87165,0.18389,0.1721,-0.0118,0.05901,0.04721,0.18389,0.31966,0.0841,0.0295,0.02558,-0.00392,0.1353,0.13922,0.13922,0.06536,0.64851,-0.39196,2.95045,2.55849,13.92191,13.52995,13.92191,64.85058,6.53616,-0.00525,0.03396,0.13934,0.03921,0.14458,0.14458,0.64335,0.06717,-0.06147,0.00255,-0.05471,0.00931,-0.00676,0.06402,0.03029,0.70397,97.09081,93.43742,78.83779,75.1844,3.65338,97.09081,38.28509,50.30887,0.16906,0.06758,-0.00029,0.16936,0.06729,0.16936,0.16173,0.07996,0.06431,-0.00352,0.1222,0.06783,0.11868,0.1222,0.69658,0.05825,Bad
6407.42101,18950.5125,12543.09149,14248.09262,20655.51363,20655.51363,7335.04697,9958.54544,0.65927,0.69018,0.0309,0.71465,0.74555,0.74555,0.12889,0.40636,0.35732,0.39546,0.03814,0.24632,0.20818,0.39546,0.18524,0.60048,3.81358,35.73232,39.54591,20.81853,24.63212,39.54591,60.04801,18.5243,0.01924,0.41521,0.3446,0.39597,0.32536,0.41521,0.54962,0.21586,0.28055,0.44549,0.26649,0.43142,0.01406,0.44549,0.21636,0.58847,187.68803,126.99139,186.35106,125.65442,60.69664,187.68803,0.2122,93.78843,0.38375,0.5204,0.0621,0.32164,0.5825,0.5825,0.11893,0.2745,0.44452,0.01796,0.38291,0.42656,0.40087,0.44452,0.57837,0.23964,Bad
3817.74804,21829.87883,18012.13079,16868.68058,20686.42862,21829.87883,9689.38802,11289.16832,0.62417,0.59921,-0.02496,0.57828,0.55332,0.62417,0.29416,0.34058,0.28914,0.27906,-0.01009,0.32835,0.33844,0.33844,0.17943,0.64109,-1.00859,28.91414,27.90555,33.84361,32.83502,33.84361,64.10892,17.94341,-0.01357,0.27592,0.33405,0.2895,0.34762,0.34762,0.63762,0.18164,0.2401,0.29292,0.23757,0.29039,0.00253,0.29292,0.15465,0.67045,304.75903,288.99858,199.76177,184.00132,15.76046,304.75903,-2.22942,147.6009,0.46302,0.37414,-0.01618,0.4792,0.35796,0.4792,0.22341,0.24553,0.27957,-0.00117,0.33405,0.28074,0.33288,0.33405,0.69648,0.17847,Bad
7663.01184,34479.82602,26816.81418,29617.97216,37280.984,37280.984,17593.63823,18800.8515,0.81385,0.81275,-0.0011,0.82616,0.82506,0.82616,0.45097,0.47314,0.41308,0.41502,0.00194,0.32438,0.32244,0.41502,0.21608,0.74723,0.19406,41.30782,41.50188,32.24349,32.43755,41.50188,74.72289,21.60783,-0.00055,0.44591,0.41216,0.44646,0.41271,0.44646,0.71569,0.24824,0.35485,0.40911,0.35278,0.40704,0.00207,0.40911,0.22105,0.74127,447.52343,372.13847,459.10695,383.722,75.38496,459.10695,121.57358,241.97161,0.5479,0.69781,0.00897,0.53893,0.70678,0.70678,0.40566,0.36543,0.48089,0.00016,0.47377,0.48072,0.47394,0.48089,0.7463,0.2756,Bad
300,3000,2700,2200,2500,3000,850,1519.86842,0.31999,0.28519,-0.0348,0.3042,0.2694,0.31999,0.06253,0.17085,0.1521,0.14023,-0.01187,0.20783,0.2197,0.2197,0.10761,0.51772,-1.18664,15.20979,14.02314,21.9697,20.78305,21.9697,51.7721,10.7614,-0.01981,0.16237,0.21392,0.18219,0.23374,0.23374,0.5045,0.11655,0.1736,0.16732,0.16902,0.16274,0.00458,0.1736,0.09715,0.53208,-26770,-14981,-33207,-21418,-11789,33207,-30275.5,14952.46447,0.41566,0.3042,-0.02373,0.43939,0.28046,0.43939,0.03544,0.21523,0.13826,-0.01383,0.16748,0.1521,0.15365,0.16748,0.53028,0.08866,Good
6400,28400,22000,30800,37200,37200,19600,17657.48189,0.5989,0.56478,-0.03412,0.69201,0.65789,0.69201,0.42972,0.36506,0.346,0.32706,-0.01895,0.05891,0.07786,0.346,0.16033,0.76978,-1.89493,34.6005,32.70557,7.78562,5.89069,34.6005,76.97852,16.03328,-0.01796,0.39655,0.29261,0.41451,0.31057,0.41451,0.693,0.20862,0.13933,0.32503,0.14535,0.33104,-0.00602,0.33104,0.15554,0.78294,-44740,-20148,-47868,-23276,-24592,47868,-47508,22089.36009,0.11781,0.69201,-0.0379,0.15571,0.65411,0.69201,0.53957,0.32067,0.35123,0.00523,0.31867,0.346,0.3239,0.35123,0.71562,0.19372,Bad
1318.70733,10364.56917,9045.86184,8115.07058,9433.77791,10364.56917,4186.89155,5375.15742,0.21336,0.21856,0.0052,0.13322,0.13842,0.21856,0.10557,0.10671,0.06661,0.06731,0.0007,0.13542,0.13472,0.13542,0.06461,0.5453,0.06993,6.66084,6.73077,13.47216,13.54209,13.54209,54.52969,6.46114,-0.0003,0.06582,0.14946,0.06612,0.14976,0.14976,0.54088,0.07098,0.01985,0.08206,0.0049,0.0671,0.01495,0.08206,0.03623,0.5817,77.20116,79.93451,44.71045,47.4438,-2.73335,79.93451,-10.17424,38.36513,0.22908,0.18206,-0.00313,0.23221,0.17893,0.23221,0.08082,0.12044,0.17092,0.00344,0.20696,0.16748,0.21041,0.21041,0.58897,0.11028,Bad
3114.30405,4718.34994,1604.0459,5015.18099,8129.48503,8129.48503,4449.63351,3383.92141,0.19502,0.21686,0.02185,0.22622,0.24807,0.24807,0.14561,0.12885,0.11311,0.16154,0.04843,-0.04089,-0.08932,0.20243,0.08749,0.62888,4.84266,11.31119,16.15385,-8.93146,-4.0888,20.24265,62.88846,8.74926,0.02329,0.19636,0.11468,0.17307,0.0914,0.19636,0.52127,0.09001,0.06478,0.17467,0.06204,0.17193,0.00274,0.17467,0.08175,0.64453,21.08568,-8.25752,54.83771,25.49451,29.3432,54.83771,20.33859,22.67554,-0.03255,0.09117,0.04127,-0.07382,0.13244,0.16499,0.12702,0.07146,0.14516,-0.0011,0.16774,0.14626,0.16664,0.16774,0.57395,0.09075,Bad
1700,12600,10900,10800,12500,12600,6800,6790.67989,0.79294,0.7804,-0.01254,0.75606,0.74352,0.79294,0.59295,0.44382,0.37803,0.37198,-0.00606,0.38987,0.39592,0.39592,0.22181,0.79666,-0.60552,37.80303,37.19752,39.5922,38.98668,39.5922,79.66648,22.18069,-0.00627,0.37196,0.39038,0.37823,0.39666,0.39666,0.79638,0.22202,0.38906,0.3722,0.39479,0.37793,-0.00573,0.39479,0.22153,0.79719,18350,19405,16205,17260,-1055,19405,-10384,10325.93902,0.77973,0.75606,-0.01211,0.79184,0.74395,0.79184,0.59333,0.44361,0.3737,-0.00432,0.39621,0.37803,0.39189,0.39621,0.79702,0.22239,Bad
10494.24394,26677.89406,16183.65012,20402.10839,30896.35233,30896.35233,15024.40005,14353.7908,0.43494,0.5376,0.10266,0.50758,0.61024,0.61024,0.41125,0.30605,0.25379,0.30945,0.05566,0.1904,0.13474,0.30945,0.139,0.72739,5.56614,25.37879,30.94493,13.4744,19.04054,30.94493,72.73884,13.89985,0.05174,0.32217,0.27065,0.27043,0.21892,0.32217,0.70067,0.15902,0.21136,0.30254,0.15617,0.24735,0.05519,0.30254,0.13938,0.72706,25973.51103,18340.39837,22799.0153,15165.90265,7633.11265,25973.51103,-17037.39786,12346.17019,0.26965,0.41399,0.09543,0.17422,0.50942,0.50942,0.42093,0.22371,0.35716,0.06456,0.26274,0.2926,0.3273,0.35716,0.74299,0.18129,Bad
-173.69656,1355.65734,1529.3539,1551.59314,1377.89658,1551.59314,602.31786,842.2903,0.3676,0.35562,-0.01198,0.418,0.40602,0.418,0.06476,0.22432,0.209,0.193,-0.016,0.1875,0.2035,0.209,0.11467,0.52495,-1.6004,20.89986,19.29945,20.3504,18.75,20.89986,52.49488,11.46675,-0.01061,0.21795,0.19487,0.22856,0.20548,0.22856,0.49539,0.12267,0.25011,0.28701,0.24979,0.2867,0.00031,0.28701,0.15569,0.54432,-465.82352,34.25375,-465.63088,34.44639,-500.07727,500.07727,-129.77398,239.13749,0.15141,0.18574,-0.02266,0.17407,0.16308,0.18574,0.03796,0.09788,0.29663,-0.02446,0.29999,0.32108,0.27554,0.32108,0.54136,0.17273,Bad
-900,2000,2900,2600,1700,2900,800,1383.23293,0.3482,0.31667,-0.03153,0.34965,0.31812,0.34965,0.09038,0.19278,0.17482,0.10483,-0.06999,0.14213,0.21212,0.21212,0.09706,0.52213,-6.9992,17.48252,10.48332,21.21212,14.21293,21.21212,52.2129,9.70566,-0.03506,0.0974,0.12377,0.13247,0.15883,0.15883,0.49936,0.07611,0.32101,0.33733,0.31564,0.33196,0.00537,0.33733,0.18863,0.62892,-32140,-13907,-37503,-19270,-18233,37503,-30544,16746.63204,0.28426,0.34965,-0.13998,0.42424,0.20967,0.42424,0.04426,0.19411,0.18339,0.00856,0.17867,0.17482,0.18724,0.18724,0.55013,0.10459,Bad
4148.98698,14940.45943,10791.47245,9008.39383,13157.38081,14940.45943,5033.43698,7155.03609,0.28712,0.2745,-0.01261,0.21817,0.20556,0.28712,0.22662,0.14507,0.10908,0.12334,0.01426,0.36994,0.35568,0.36994,0.17115,0.56542,1.42589,10.90833,12.33422,35.56804,36.99393,36.99393,56.54226,17.11455,-0.00207,0.2005,0.35113,0.20258,0.3532,0.3532,0.53372,0.17126,-0.16335,-0.08074,-0.16182,-0.07921,-0.00153,0.16335,0.07772,0.74918,144.24788,105.59452,113.2131,74.55973,38.65337,144.24788,33.08229,66.327,0.37323,0.22893,0.03363,0.3396,0.26256,0.37323,0.08447,0.18013,0.26588,-0.00614,0.25686,0.27202,0.25072,0.27202,0.63292,0.15105,Bad
623.55102,6976.74892,6353.19789,6038.18087,6661.7319,6976.74892,3519.88397,3767.89619,0.76149,0.63128,-0.13021,0.61888,0.48867,0.76149,0.39508,0.3694,0.30944,0.24609,-0.06336,0.30786,0.37121,0.37121,0.18182,0.70036,-6.33548,30.94406,24.60858,37.12121,30.78573,37.12121,70.03618,18.18231,-0.06653,0.24354,0.31608,0.31007,0.3826,0.3826,0.69656,0.18516,0.31214,0.26271,0.35842,0.30898,-0.04627,0.35842,0.18142,0.70795,742.77898,2671.72681,90.24851,2019.19634,-1928.94783,2671.72681,-1599.14772,1151.87453,0.5941,0.57135,-0.10727,0.70138,0.46408,0.70138,0.3893,0.3434,0.27357,-0.07258,0.43121,0.34616,0.35863,0.43121,0.75497,0.20851,Bad
5886.31349,28737.52893,22851.21543,22785.41368,28671.72717,28737.52893,11613.73924,15066.29696,0.71503,0.76342,0.04838,0.77203,0.82041,0.82041,0.25851,0.4443,0.38601,0.41346,0.02745,0.38104,0.35359,0.41346,0.22211,0.63105,2.74476,38.6014,41.34615,35.35935,38.10411,41.34615,63.10509,22.21078,0.02441,0.41039,0.40976,0.38598,0.38534,0.41039,0.62211,0.22992,0.28148,0.41451,0.25474,0.38777,0.02674,0.41451,0.20098,0.65679,35658.71345,28106.61208,15260.16802,7708.06665,7552.10137,35658.71345,-14403.92235,15348.58136,0.5957,0.60847,0.03784,0.55786,0.64631,0.64631,0.20768,0.34857,0.46725,0.03759,0.38224,0.42966,0.41983,0.46725,0.65546,0.24647,Bad
200.00082,2886.76072,2686.7599,2483.1538,2683.15463,2886.76072,857.52096,1554.53352,0.3346,0.28519,-0.04941,0.40015,0.35075,0.40015,0.04584,0.20066,0.22938,0.21047,-0.01892,0.20783,0.22675,0.22938,0.12645,0.50193,-1.18664,26.74825,25.56161,21.9697,20.78305,26.74825,48.88749,13.86756,-0.02687,0.21285,0.21392,0.23972,0.24079,0.24079,0.49364,0.13142,0.1736,0.21317,0.17672,0.21629,-0.00312,0.21629,0.11371,0.52254,-34269.87166,-20353.35732,-39632.71276,-25716.19842,-13916.51434,39632.71276,-26262.22531,18355.71545,0.38135,0.40797,-0.03784,0.41918,0.37013,0.41918,0.02513,0.22842,0.1465,-0.00386,0.11135,0.15036,0.1075,0.15036,0.53727,0.07614,Good
7880.05728,48009.30278,40129.24549,42673.16747,50553.22476,50553.22476,24159.41531,26395.1449,1.02294,1.02206,-0.00088,0.95804,0.95716,1.02294,0.48181,0.57222,0.47902,0.47885,-0.00018,0.41778,0.41796,0.47902,0.26008,0.76435,-0.01748,47.9021,47.88462,41.79557,41.77809,47.9021,76.43485,26.0082,-0.00044,0.49551,0.51166,0.49595,0.5121,0.5121,0.73651,0.29095,0.40297,0.47741,0.40311,0.47755,-0.00014,0.47755,0.25599,0.76845,41033.21968,40954.43005,26364.32266,26285.53304,78.78963,41033.21968,-16361.73905,20335.06815,0.8318,0.95392,0.00158,0.83023,0.9555,0.9555,0.52913,0.51796,0.45536,0.00002,0.49014,0.45534,0.49016,0.49016,0.76345,0.27331,Bad
4551.71293,16388.9645,11837.25156,14242.43682,18794.14975,18794.14975,8179.67971,9088.86113,0.38093,0.4075,0.02657,0.46014,0.48671,0.48671,0.23728,0.25278,0.23007,0.25769,0.02762,0.14075,0.11312,0.25769,0.11775,0.64156,2.76224,23.00699,25.76923,11.31247,14.07471,25.76923,64.15615,11.7751,0.01567,0.24871,0.20227,0.23304,0.1866,0.24871,0.61434,0.12725,0.12248,0.26055,0.10973,0.2478,0.01275,0.26055,0.12095,0.65135,145.50552,101.99499,162.16509,118.65457,43.51052,162.16509,33.34958,78.59282,0.25805,0.37368,0.04012,0.21794,0.41379,0.41379,0.17034,0.19382,0.40203,0.00807,0.35115,0.39396,0.35922,0.40203,0.60837,0.21815,Bad
1900,13400,11500,11200,13100,13400,6800,7144.695,0.89973,0.89973,0,0.81818,0.81818,0.89973,0.57052,0.49703,0.40909,0.40909,0,0.44681,0.44681,0.44681,0.24756,0.78602,0,40.90909,40.90909,44.68085,44.68085,44.68085,78.60252,24.75562,0,0.40909,0.45007,0.40909,0.45007,0.45007,0.78521,0.24858,0.44794,0.40909,0.44794,0.40909,0,0.44794,0.24791,0.78574,22646,22627,19427,19408,19,22646,-10384,12210.86797,0.89362,0.81818,0,0.89362,0.81818,0.89362,0.57205,0.49511,0.40909,0,0.45,0.40909,0.45,0.45,0.78523,0.24856,Bad
1255.76226,2003.34906,747.5868,946.67332,2202.43557,2202.43557,876.56233,997.3206,0.15909,0.18344,0.02434,0.15909,0.18344,0.18344,0.08563,0.09938,0.07954,0.15487,0.07532,0.04881,-0.02652,0.15487,0.06476,0.58512,7.53218,7.95454,15.48673,-2.65152,4.88066,15.48673,58.51183,6.47551,0.03382,0.22881,0.18479,0.19499,0.15096,0.22881,0.45029,0.11195,0.28536,0.40267,0.27333,0.39064,0.01203,0.40267,0.201,0.47766,10.98064,-1.30798,12.97151,0.68289,12.28862,12.97151,2.17626,6.09635,0.1261,0.09687,0.08634,0.03976,0.1832,0.1832,0.09949,0.077,0.19912,0.00993,0.20561,0.18919,0.21554,0.21554,0.59593,0.1171,Bad
5381.90237,9381.94588,4000.04351,6729.61824,12111.52062,12111.52062,5509.64992,5263.18504,0.35213,0.35947,0.00734,0.29268,0.30002,0.35947,0.13331,0.18984,0.14634,0.17308,0.02674,-0.10324,-0.12997,0.27632,0.11401,0.64893,2.67355,14.63415,17.30769,-12.99743,-10.32389,27.63158,64.89335,11.40132,0.00829,0.31574,0.21204,0.30745,0.20375,0.31574,0.51506,0.15586,0.01776,0.41734,0.00643,0.406,0.01134,0.41734,0.20395,0.55572,58.08213,4.41199,85.377,31.70685,53.67015,85.377,34.88537,35.72237,0.04789,0.14682,0.06817,-0.02028,0.215,0.215,0.1524,0.09267,0.16041,0.00375,0.13112,0.15666,0.13486,0.16041,0.65402,0.08481,Bad
2557.74914,51869.1101,49311.36096,47812.07595,50369.82509,51869.1101,23598.08417,28800.92407,1.02992,1.03033,0.00041,1.07275,1.07316,1.07316,0.4661,0.60736,0.53637,0.53659,0.00021,0.56947,0.56926,0.56947,0.31951,0.71948,0.02141,53.63739,53.6588,56.92599,56.9474,56.9474,71.94784,31.9513,0.0002,0.54297,0.57977,0.54277,0.57956,0.57977,0.7153,0.3244,0.40416,0.53861,0.40394,0.5384,0.00021,0.53861,0.27757,0.76034,38198.11515,38172.53748,19500.62286,19475.04519,25.57767,38198.11515,-13937.88474,18315.26496,1.12902,1.06153,-0.00002,1.12904,1.06151,1.12904,0.43651,0.63296,0.57225,0.00001,0.55741,0.57225,0.55742,0.57225,0.71752,0.32616,Bad
473.71845,4319.93887,3846.22043,4545.05923,5018.77768,5018.77768,2735.82456,2582.21096,0.23102,0.2327,0.00168,0.23636,0.23804,0.23804,0.11994,0.13542,0.11818,0.12308,0.0049,0.03145,0.02656,0.12308,0.05718,0.58322,0.48951,11.81818,12.30769,2.65588,3.14539,12.30769,58.32204,5.71754,0.00022,0.13753,0.11626,0.13731,0.11604,0.13753,0.55483,0.07371,0.02302,0.12889,0.0124,0.11827,0.01062,0.12889,0.05959,0.58826,34.90268,32.89694,39.84478,37.83903,2.00575,39.84478,18.60234,21.11132,0.05429,0.0908,-0.00738,0.06167,0.08343,0.0908,0.0672,0.04364,0.17526,0.00069,0.18899,0.17457,0.18968,0.18968,0.56666,0.10532,Good
3200,38100,34900,33400,36600,38100,16925,20690.63798,0.7641,0.71581,-0.04829,0.77378,0.72549,0.77378,0.358,0.43048,0.38689,0.35962,-0.02727,0.3945,0.42178,0.42178,0.22629,0.66829,-2.72727,38.68881,35.96154,42.17754,39.45026,42.17754,66.82887,22.62914,-0.02554,0.36345,0.4056,0.389,0.43114,0.43114,0.66412,0.23026,0.28936,0.39728,0.30159,0.40951,-0.01223,0.40951,0.20656,0.71876,28253,53949,-26434,-738,-25696,54687,-77282.75,25914.89275,0.789,0.77378,-0.05454,0.84355,0.71923,0.84355,0.33658,0.45258,0.37901,-0.00788,0.38378,0.38689,0.3759,0.38689,0.68264,0.22022,Bad
2276.82852,16256.52676,13979.69824,12956.06019,15232.88871,16256.52676,5037.74152,8494.30595,0.54752,0.53697,-0.01055,0.52308,0.51252,0.54752,0.07971,0.3062,0.26154,0.26154,0,0.26662,0.26662,0.26662,0.15248,0.54296,0,26.15385,26.15385,26.6623,26.6623,26.6623,54.29596,15.24812,-0.0052,0.26269,0.29756,0.26789,0.30277,0.30277,0.53075,0.16387,0.17072,0.26856,0.16836,0.26621,0.00236,0.26856,0.13231,0.56756,185.62839,176.91957,130.95164,122.24281,8.70882,185.62839,-32.31312,91.70399,0.40462,0.42322,0.00462,0.40001,0.42783,0.42783,0.04995,0.23917,0.39591,-0.00098,0.42942,0.39689,0.42844,0.42942,0.53382,0.23862,Bad
2150.98332,38614.76017,36463.77685,35286.63707,37437.62039,38614.76017,18639.36113,21356.96859,0.76142,0.76736,0.00593,0.71475,0.72069,0.76736,0.42827,0.42828,0.35738,0.36064,0.00327,0.41168,0.40841,0.41168,0.22298,0.70729,0.32691,35.73761,36.06452,40.84062,41.16753,41.16753,70.72884,22.29854,0.00297,0.36034,0.42882,0.35737,0.42586,0.42882,0.70285,0.22867,0.26525,0.36063,0.26206,0.35744,0.00319,0.36063,0.18393,0.7439,64697.96148,64676.59684,25022.15978,25000.79514,21.36464,64697.96148,-22063.11272,30542.60185,0.78444,0.64912,0.00393,0.78051,0.65305,0.78444,0.39439,0.4173,0.41283,0.00107,0.42094,0.41176,0.42202,0.42202,0.76594,0.24072,Good
-500,9400,9900,10000,9500,10000,5300,5604.16512,0.75187,0.60326,-0.14861,0.77576,0.62714,0.77576,0.44761,0.4028,0.38788,0.31066,-0.07722,0.30292,0.38014,0.38788,0.20192,0.72202,-7.72182,38.78788,31.06606,38.01418,30.29236,38.78788,72.20236,20.19185,-0.07693,0.31444,0.30373,0.39137,0.38066,0.39137,0.7208,0.20315,0.33023,0.34508,0.37932,0.39417,-0.04909,0.39417,0.21016,0.73553,1166,14035,95,12964,-12869,14035,-18439,6665.66641,0.60585,0.77576,-0.15444,0.76028,0.62132,0.77576,0.44405,0.40384,0.32796,-0.05992,0.37515,0.38788,0.31524,0.38788,0.7276,0.20451,Bad
2600,48700,46100,46400,49000,49000,25525,27473.79054,0.81489,0.81489,0,0.78378,0.78378,0.81489,0.60033,0.46167,0.39189,0.39189,0,0.43357,0.43357,0.43357,0.2389,0.79364,0,39.18919,39.18919,43.35664,43.35664,43.35664,79.36354,23.88959,0,0.40075,0.44724,0.40075,0.44724,0.44724,0.788,0.24553,0.2769,0.38141,0.2769,0.38141,0,0.38141,0.19477,0.83542,66951,66925,31578,31552,26,66951,-24132.75,31892.18898,0.86713,0.78378,0,0.86713,0.78378,0.86713,0.58727,0.47779,0.39189,0,0.37162,0.39189,0.37162,0.39189,0.80912,0.22056,Bad
4646.0719,34419.50443,29773.43253,30236.52155,34882.59344,34882.59344,14658.44417,18761.66874,0.97836,0.9591,-0.01926,0.97762,0.95836,0.97836,0.31073,0.55914,0.48881,0.48077,-0.00804,0.41256,0.4206,0.48881,0.26171,0.67291,-0.8042,48.88112,48.07692,42.05973,41.25554,48.88112,67.29101,26.17087,-0.00972,0.49934,0.48611,0.50906,0.49583,0.50906,0.64862,0.28736,0.36532,0.49638,0.37117,0.50222,-0.00584,0.50222,0.2561,0.68254,477.20184,435.60906,422.80618,381.2134,41.59278,477.20184,84.34248,249.37496,0.70412,0.81474,-0.0103,0.71442,0.80444,0.81474,0.26285,0.44039,0.58985,-0.00577,0.59593,0.59562,0.59016,0.59593,0.67323,0.34231,Bad
9700,37000,27300,30400,40100,40100,19600,19895.89572,0.65756,0.66989,0.01233,0.66162,0.67394,0.67394,0.47127,0.38441,0.33081,0.34399,0.01319,0.2639,0.25071,0.34399,0.17485,0.75691,1.31858,33.08081,34.39938,25.0714,26.38998,34.39938,75.69058,17.48464,0.00667,0.3553,0.33504,0.34862,0.32837,0.3553,0.73037,0.19755,0.28183,0.33699,0.27892,0.33408,0.00291,0.33699,0.17922,0.76344,7874,12065,-6031,-1840,-4191,13905,-46168,6179.51028,0.5278,0.66162,0.02637,0.50143,0.68799,0.68799,0.51381,0.34969,0.32421,-0.0066,0.33103,0.33081,0.32443,0.33103,0.73188,0.18917,Bad
7600,4500,-3100,5600,13200,13200,7675,5544.59196,0.03728,0.05169,0.01441,0.06853,0.08294,0.08294,0.1226,0.03744,0.03427,0.09615,0.06189,-0.11408,-0.17596,0.21023,0.09239,0.62362,6.18881,3.42657,9.61538,-17.59638,-11.40757,21.02296,62.36238,9.23864,0.02829,0.09929,0.01501,0.071,-0.01328,0.09929,0.47717,0.04397,-0.08844,-0.03524,-0.08277,-0.02957,-0.00567,0.08844,0.04047,0.7571,-152179,-150111,-152092,-150024,-2068,152179,-126955.25,87242.58402,-0.22815,0.06853,0.12378,-0.35193,0.19231,0.42046,0.24725,0.18477,0.03275,-0.00152,0.03427,0.03427,0.03275,0.03427,0.55522,0.01936,Bad
