@relation AlgoSelection-TestSet-weka.filters.unsupervised.attribute.Remove-R41-48

@attribute Kappa_tr_vs_tr-x1 numeric
@attribute Kappa_tr_vs_te numeric
@attribute Kappa_tr_vs_te-x1 numeric
@attribute Kappa_tr-x1_vs_te numeric
@attribute Kappa_tr-x1_vs_te-x1 numeric
@attribute Kappa_StDev numeric
@attribute Kappa_Range numeric
@attribute Kappa_Avg numeric
@attribute PercCorrect_tr_vs_tr-x1 numeric
@attribute PercCorrect_tr_vs_te numeric
@attribute PercCorrect_tr_vs_te-x1 numeric
@attribute PercCorrect_tr-x1_vs_te numeric
@attribute PercCorrect_tr-x1_vs_te-x1 numeric
@attribute PercCorrect_StDev numeric
@attribute PercCorrect_Range numeric
@attribute PercCorrect_Avg numeric
@attribute Weighted_AreaUnderROC_tr_vs_tr-x1 numeric
@attribute Weighted_AreaUnderROC_tr_vs_te numeric
@attribute Weighted_AreaUnderROC_tr_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_StDev numeric
@attribute Weighted_AreaUnderROC_Range numeric
@attribute Weighted_AreaUnderROC_Avg numeric
@attribute IR_Recall_tr_vs_tr-x1 numeric
@attribute IR_Recall_tr_vs_te numeric
@attribute IR_Recall_tr_vs_te-x1 numeric
@attribute IR_Recall_tr-x1_vs_te numeric
@attribute IR_Recall_tr-x1_vs_te-x1 numeric
@attribute IR_Recall_StDev numeric
@attribute IR_Recall_Range numeric
@attribute IR_Recall_Avg numeric
@attribute IR_Precision_tr_vs_tr-x1 numeric
@attribute IR_Precision_tr_vs_te numeric
@attribute IR_Precision_tr_vs_te-x1 numeric
@attribute IR_Precision_tr-x1_vs_te numeric
@attribute IR_Precision_tr-x1_vs_te-x1 numeric
@attribute IR_Precision_StDev numeric
@attribute IR_Precision_Range numeric
@attribute IR_Precision_Avg numeric
@attribute SF_Entropy_tr_vs_tr-x1 numeric
@attribute SF_Entropy_tr_vs_te numeric
@attribute SF_Entropy_tr_vs_te-x1 numeric
@attribute SF_Entropy_tr-x1_vs_te numeric
@attribute SF_Entropy_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_StDev numeric
@attribute SF_Entropy_Range numeric
@attribute SF_Entropy_Avg numeric
@attribute SF_Entropy_Gain_tr_vs_tr-x1 numeric
@attribute SF_Entropy_Gain_tr_vs_te numeric
@attribute SF_Entropy_Gain_tr_vs_te-x1 numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_Gain_StDev numeric
@attribute SF_Entropy_Gain_Range numeric
@attribute SF_Entropy_Gain_Avg numeric
@attribute KB_Information_tr_vs_tr-x1 numeric
@attribute KB_Information_tr_vs_te numeric
@attribute KB_Information_tr_vs_te-x1 numeric
@attribute KB_Information_tr-x1_vs_te numeric
@attribute KB_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Information_StDev numeric
@attribute KB_Information_Range numeric
@attribute KB_Information_Avg numeric
@attribute KB_Mean_Information_tr_vs_tr-x1 numeric
@attribute KB_Mean_Information_tr_vs_te numeric
@attribute KB_Mean_Information_tr_vs_te-x1 numeric
@attribute KB_Mean_Information_tr-x1_vs_te numeric
@attribute KB_Mean_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Mean_Information_StDev numeric
@attribute KB_Mean_Information_Range numeric
@attribute KB_Mean_Information_Avg numeric
@attribute KB_Relative_Information_tr_vs_tr-x1 numeric
@attribute KB_Relative_Information_tr_vs_te numeric
@attribute KB_Relative_Information_tr_vs_te-x1 numeric
@attribute KB_Relative_Information_tr-x1_vs_te numeric
@attribute KB_Relative_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Relative_Information_StDev numeric
@attribute KB_Relative_Information_Range numeric
@attribute KB_Relative_Information_Avg numeric
@attribute Unweighted_Macro_F_tr_vs_tr-x1 numeric
@attribute Unweighted_Macro_F_tr_vs_te numeric
@attribute Unweighted_Macro_F_tr_vs_te-x1 numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te-x1 numeric
@attribute Unweighted_Macro_F_StDev numeric
@attribute Unweighted_Macro_F_Range numeric
@attribute Unweighted_Macro_F_Avg numeric
@attribute TargetLabel {Bad,Good}

@data
0.006936,0.796169,0.775676,0.789232,0.76874,0.451837,0.796169,0.4687,0.625974,36.723794,39.062975,36.09782,38.437002,21.719562,39.062975,74.345754,0.000586,0.405204,0.395509,0.404618,0.394923,0.231011,0.405204,0.787366,0.00626,0.367238,0.39063,0.360978,0.38437,0.217196,0.39063,0.743458,0.005534,0.348475,0.388498,0.342941,0.382964,0.211792,0.388498,0.748765,14.076609,-494.060365,-354.450222,-508.136974,-368.526831,255.511734,508.136974,309.171616,86.923391,842.060365,759.450222,755.136974,672.526831,439.955926,842.060365,-3.671616,87.58747,394.050922,414.165275,306.463451,326.577804,211.23803,414.165275,199.486566,0.012403,0.644021,0.734537,0.631618,0.722134,0.396135,0.734537,0.468132,8758.74704,39405.09218,41416.52747,30646.34514,32657.78043,21123.80303,41416.52747,19948.65657,0.00349,0.399805,0.392945,0.396315,0.389455,0.227861,0.399805,0.732633,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,0,0,0,0,0,0,0,0.5,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,0,33294,33294,33294,33294,19222.29986,33294,30609,25,-33214,-33207,-33239,-33232,19181.31092,33239,-30544,25,18,25,-7,0,11.803954,25,8,0.221239,0.009118,0.221239,-0.212121,0,0.125156,0.221239,0.10834,2500,1800,2500,-700,0,1180.395414,2500,800,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
0.042591,0.617108,0.58552,0.574518,0.542929,0.335573,0.617108,0.024215,5.812617,19.424599,32.959082,13.611982,27.146465,14.727529,32.959082,55.910007,0.007235,0.379746,0.367861,0.372512,0.360626,0.213803,0.379746,0.563448,0.058126,0.194246,0.329591,0.13612,0.271465,0.147275,0.329591,0.5591,0.023593,0.257299,0.454315,0.233707,0.430723,0.214499,0.454315,0.522308,49.659648,245.320412,286.15541,195.660764,236.495762,141.543274,286.15541,302.017194,55.340352,110.679588,126.84459,55.339236,71.504238,57.618479,126.84459,-19.517194,55.888152,121.949343,140.691337,66.061191,84.803185,64.353259,140.691337,50.173189,0.072433,0.204913,0.382796,0.13248,0.310364,0.168149,0.382796,0.094057,5588.815234,12194.9343,14069.13369,6606.119065,8480.31846,6435.32591,14069.13369,5017.318881,0.029852,0.307847,0.3715,0.277995,0.341648,0.189677,0.3715,0.480651,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,0,0,0,0,0,0,0,0.5,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,17.791363,77.054238,82.03582,59.262876,64.244457,41.480938,82.03582,64.756689,7.208637,2.945762,4.96418,-4.262876,-2.244457,3.062798,7.208637,0.243311,7.208637,5.190219,7.208637,-2.018418,0,3.403617,7.208637,2.306764,0.063793,0.002629,0.063793,-0.061164,0,0.036088,0.063793,0.031239,720.863736,519.02189,720.863736,-201.841846,0,340.361699,720.863736,230.676396,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
0.02499,-0.079871,-0.02804,-0.104862,-0.05303,0.044986,0.104862,0.106327,7.84794,-11.53555,5.196425,-19.38349,-2.651515,8.58473,19.38349,60.501039,0.012998,0.212471,0.246938,0.199473,0.23394,0.129742,0.246938,0.574342,0.078479,-0.115355,0.051964,-0.193835,-0.026515,0.085847,0.193835,0.60501,0.028295,-0.1365,-0.073152,-0.164795,-0.101448,0.0743,0.164795,0.626898,65.709397,334.004266,364.045286,268.294869,298.335889,184.908637,364.045286,273.741984,39.290603,21.995734,48.954714,-17.294869,9.664111,21.493065,48.954714,8.758016,42.905768,50.49726,77.477822,7.591492,34.572054,32.112432,77.477822,35.154441,0.067133,-0.033371,0.150929,-0.100504,0.083796,0.081389,0.1843,0.109266,4290.576792,5049.726027,7747.782168,759.149236,3457.205377,3211.243194,7747.782168,3515.444056,0.036371,-0.034943,0.036402,-0.071314,0.000031,0.034211,0.071345,0.500483,Bad
-0.011284,-0.070784,-0.038557,-0.0595,-0.027273,0.031553,0.070784,0.218872,1.151079,-2.678708,-0.212557,-3.829787,-1.363636,1.611271,3.829787,61.586126,-0.007911,-0.035184,-0.021548,-0.027273,-0.013636,0.015493,0.035184,0.608249,0.011511,-0.026787,-0.002126,-0.038298,-0.013636,0.016113,0.038298,0.615861,-0.004842,-0.039456,-0.021389,-0.034613,-0.016547,0.017879,0.039456,0.62147,28.202638,22630.16896,22630.16896,22601.96632,22601.96632,13057.39781,22630.16896,24220.10185,-9.202638,-22538.16896,-22535.16896,-22528.96632,-22525.96632,13008.89592,22538.16896,-24132.60185,7.339501,17.943416,20.943416,10.603915,13.603915,9.665103,20.943416,19.103915,0.026237,-0.049997,-0.000264,-0.076235,-0.026501,0.031853,0.076235,0.226585,733.950117,1794.341647,2094.341647,1060.39153,1360.39153,966.510345,2094.341647,1910.39153,0.000384,-0.029971,-0.012427,-0.030355,-0.012811,0.014277,0.030355,0.60168,Good
-0.078123,0.217331,0.217331,0.295455,0.295455,0.151425,0.295455,0.128196,-4.595736,20.783052,10.176991,25.378788,14.772727,11.296873,25.378788,53.585914,-0.027077,0.050872,-0.023241,0.077948,0.003836,0.035875,0.077948,0.633425,-0.045957,0.207831,0.10177,0.253788,0.147727,0.112969,0.253788,0.535859,-0.010697,0.482532,0.387721,0.493229,0.398417,0.257274,0.493229,0.422832,27.803077,73.074357,84.592605,45.27128,56.789528,39.450381,84.592605,65.574584,-2.803077,6.925643,2.407395,9.72872,5.210472,4.121376,9.72872,-0.574584,-0.324744,13.482742,10.430146,13.807486,10.75489,7.108155,13.807486,5.144808,-0.03145,0.171682,0.074189,0.203132,0.105639,0.090321,0.203132,0.04411,-32.474394,1348.274177,1043.014572,1380.748572,1075.488966,710.815483,1380.748572,514.480754,-0.047554,0.317155,0.266431,0.364709,0.313984,0.184392,0.364709,0.465756,Bad
0.031998,0.610792,0.563466,0.578794,0.531469,0.330566,0.610792,0.184979,4.263878,28.506302,30.837304,24.242424,26.573427,16.023433,30.837304,61.089279,0.007572,0.513981,0.54194,0.506409,0.534368,0.302863,0.54194,0.5808,0.042639,0.285063,0.308373,0.242424,0.265734,0.160234,0.308373,0.610893,0.013082,0.314249,0.323859,0.301167,0.310777,0.180551,0.323859,0.612189,14.622609,34.735864,43.643355,20.113255,29.020746,19.687631,43.643355,57.019068,10.377391,45.264136,43.356645,34.886745,32.979254,22.993995,45.264136,7.980932,10.840097,39.797217,39.323286,28.957119,28.483188,20.202472,39.797217,13.11866,0.03366,0.442044,0.457987,0.408384,0.424327,0.250561,0.457987,0.0817,1084.009744,3979.72167,3932.328551,2895.711925,2848.318807,2020.247163,3979.72167,1311.865985,0.020849,0.306038,0.307548,0.285188,0.286699,0.171321,0.307548,0.580189,Bad
0.003131,0.059735,0.059735,0.056604,0.056604,0.033609,0.059735,0.029085,0.74124,0,3.571429,-0.74124,2.830189,1.698505,3.571429,52.493261,-0.001521,0.097418,0.147516,0.098938,0.149037,0.074029,0.149037,0.518616,0.007412,0,0.035714,-0.007412,0.028302,0.016985,0.035714,0.524933,0.002392,0.245234,0.282224,0.242841,0.279831,0.152327,0.282224,0.399761,5.978596,82.256022,83.845963,76.277426,77.867368,46.292587,83.845963,67.324485,0.021404,1.743979,2.154037,1.722574,2.132632,1.131567,2.154037,0.675515,0.087492,1.863339,2.273397,1.775847,2.185905,1.181383,2.273397,1.062701,-0.000245,0.009795,0.024865,0.010041,0.025111,0.011807,0.025111,0.010314,8.749246,186.333912,227.339726,177.584666,218.59048,118.138272,227.339726,106.27014,0.003864,0.177204,0.192708,0.173341,0.188845,0.10587,0.192708,0.432598,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,-0.010484,0.307371,0.350938,0.317855,0.361422,0.193929,0.361422,0.517384,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,0,20063.44433,20064.01644,20063.44433,20064.01644,11583.80014,20064.01644,15249.52342,25,-19983.44433,-19977.01644,-20008.44433,-20002.01644,11542.81308,20008.44433,-15184.52342,25,21.43356,27.848598,-3.56644,2.848598,12.655462,27.848598,8.371168,0.216357,0.071509,0.273303,-0.144849,0.056945,0.126347,0.273303,0.09813,2500,2143.356041,2784.85979,-356.64396,284.85979,1265.546201,2784.85979,837.116773,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
0.018233,0.265795,0.259062,0.247562,0.240829,0.146465,0.265795,0.140833,5.48211,4.073285,17.523578,-1.408825,12.041467,7.53665,17.523578,61.631027,0.008779,0.268122,0.24827,0.259344,0.239491,0.146803,0.268122,0.584967,0.054821,0.040733,0.175236,-0.014088,0.120415,0.075366,0.175236,0.61631,-0.003368,0.136537,0.171286,0.139905,0.174654,0.090957,0.174654,0.625331,71.334126,260.55297,300.147706,189.218844,228.81358,145.141374,300.147706,288.026175,29.665874,87.44703,104.852294,57.781156,75.18642,49.003107,104.852294,17.473825,35.726043,88.813329,106.300521,53.087286,70.574478,48.792739,106.300521,45.131925,0.03759,0.116116,0.228493,0.078526,0.190903,0.100972,0.228493,0.102604,3572.604326,8881.332921,10630.05208,5308.728595,7057.447758,4879.273941,10630.05208,4513.192475,0.02408,0.157679,0.212637,0.133599,0.188557,0.102908,0.212637,0.516956,Bad
-0.009714,0.400809,0.374656,0.410523,0.38437,0.226948,0.410523,0.306025,-0.985056,21.742217,18.233445,22.727273,19.218501,11.917578,22.727273,64.626144,-0.00223,0.25907,0.241064,0.2613,0.243294,0.145209,0.2613,0.690457,-0.009851,0.217422,0.182334,0.227273,0.192185,0.119176,0.227273,0.646261,0.013282,0.170509,0.217024,0.157227,0.203742,0.109827,0.217024,0.680174,110.65821,242.127379,344.960848,131.46917,234.302639,150.727537,344.960848,355.848482,-9.65821,105.872621,60.039152,115.53083,69.697361,54.170098,115.53083,-50.348482,33.093873,203.553814,199.516855,170.459942,166.422983,107.66686,203.553814,100.829205,-0.018536,0.367436,0.313554,0.385971,0.33209,0.203271,0.385971,0.238761,3309.387258,20355.38142,19951.68554,17045.99416,16642.29829,10766.68601,20355.38142,10082.92045,-0.007245,0.221057,0.185186,0.228301,0.192431,0.120295,0.228301,0.643439,Bad
-0.001832,0.619016,0.687991,0.620848,0.689823,0.378878,0.689823,0.154801,1.238274,9.595142,35.729443,8.356868,34.491169,16.614935,35.729443,63.743901,-0.000947,0.225073,0.337308,0.226019,0.338255,0.168951,0.338255,0.623823,0.012383,0.095951,0.357294,0.083569,0.344912,0.166149,0.357294,0.637439,0.005652,0.103846,0.433649,0.098194,0.427998,0.204218,0.433649,0.616613,1125.95499,20654.9646,22828.96883,19529.00961,21703.01384,12268.47748,22828.96883,27846.65851,-1015.95499,-20286.9646,-22366.96883,-19271.00961,-21351.01384,12056.94272,22366.96883,-27561.65851,68.812169,188.772709,255.317349,119.96054,186.50518,115.166583,255.317349,119.461352,0.040041,0.088728,0.60788,0.048686,0.567839,0.284799,0.60788,0.292159,6881.216907,18877.27092,25531.7349,11996.05402,18650.518,11516.65828,25531.7349,11946.13523,0.000411,0.309607,0.416473,0.309196,0.416062,0.213978,0.416473,0.55886,Bad
0.012374,0.083476,0.125581,0.071102,0.113208,0.059537,0.125581,0.070224,2.375337,4.464286,8.035714,2.088949,5.660377,3.407143,8.035714,54.31688,0.003234,0.07148,0.092585,0.068246,0.08935,0.047239,0.092585,0.527091,0.023753,0.044643,0.080357,0.020889,0.056604,0.034071,0.080357,0.543169,0.010208,0.10687,0.133655,0.096661,0.123447,0.067509,0.133655,0.570972,4.779586,81.862042,83.520491,77.082456,78.740905,46.40806,83.520491,67.491294,1.220414,2.137958,2.479509,0.917544,1.259095,1.108757,2.479509,0.508706,1.220414,3.670391,4.011942,2.449977,2.791528,1.935814,4.011942,1.665324,0.009547,0.026862,0.039392,0.017315,0.029846,0.017588,0.039392,0.015791,122.041377,367.039079,401.194213,244.997702,279.152836,193.58145,401.194213,166.532411,0.012387,-0.00519,0.018773,-0.017577,0.006386,0.011018,0.023963,0.493079,Bad
0.064289,0.877418,0.927925,0.813129,0.863636,0.503706,0.927925,0.369608,3.579205,37.043155,46.761023,33.46395,43.181818,23.541704,46.761023,70.369723,0.027708,0.539416,0.537867,0.511708,0.510158,0.303198,0.539416,0.683623,0.035792,0.370432,0.46761,0.334639,0.431818,0.235417,0.46761,0.703697,0.032862,0.361948,0.472669,0.329087,0.439808,0.236201,0.472669,0.705225,-1090.178452,-11875.59345,-11804.89443,-10785.415,-10714.71597,6536.494056,11875.59345,6355.086062,1195.178452,12231.59345,12217.89443,11036.415,11022.71597,6730.652427,12231.59345,-6072.586062,108.893504,371.551911,391.830066,262.658407,282.936562,194.270679,391.830066,166.104125,0.071662,0.67977,0.853825,0.608108,0.782162,0.428963,0.853825,0.365498,10889.35041,37155.19108,39183.00657,26265.84068,28293.65616,19427.06785,39183.00657,16610.41252,0.032354,0.438967,0.478126,0.406613,0.445772,0.256243,0.478126,0.681146,Bad
-0.005016,0.511314,0.376853,0.516331,0.381869,0.263627,0.516331,0.453363,0.033762,21.754333,19.12723,21.720571,19.093468,11.840427,21.754333,73.763264,-0.007519,0.236323,0.183416,0.243841,0.190935,0.125253,0.243841,0.72901,0.000338,0.217543,0.191272,0.217206,0.190935,0.118404,0.217543,0.737633,-0.009314,0.183717,0.213296,0.193032,0.22261,0.117978,0.22261,0.77231,4296,28998,59070,24702,54774,27177.36433,59070,63903,-4270,-28635,-58638,-24365,-54368,26966.52837,58638,-63602.25,18,309,322,291,304,177.18987,322,181.75,0.000675,0.435087,0.382545,0.434411,0.381869,0.236809,0.435087,0.475265,1800,30900,32200,29100,30400,17718.98699,32200,18175,-0.001797,0.261408,0.189056,0.263205,0.190852,0.133858,0.263205,0.721383,Bad
0.005849,0.036373,0.079869,0.030525,0.07402,0.036559,0.079869,0.126269,1.381402,1.785714,5.082418,0.404313,3.701016,2.153626,5.082418,56.866188,0.012635,0.077167,0.108331,0.064533,0.095696,0.051755,0.108331,0.555839,0.013814,0.017857,0.050824,0.004043,0.03701,0.021536,0.050824,0.568662,0.001297,0.030279,0.055883,0.028983,0.054586,0.02664,0.055883,0.576502,4.31031,79.164387,80.514308,74.854076,76.203998,44.888879,80.514308,66.63541,1.68969,4.835613,5.485692,3.145924,3.796002,2.59904,5.485692,1.36459,1.700081,8.177498,8.827576,6.477417,7.127495,4.480221,8.827576,3.920539,0.011694,0.061781,0.085632,0.050088,0.073939,0.040652,0.085632,0.036981,170.008144,817.749813,882.757647,647.741669,712.749503,448.02211,882.757647,392.053922,0.007074,0.006738,0.030268,-0.000336,0.023194,0.013239,0.030268,0.54652,Bad
-0.031274,0.280921,0.280921,0.312195,0.312195,0.171693,0.312195,0.148279,-3.494371,43.036437,12.115385,46.530809,15.609756,21.16605,46.530809,49.201022,0.003662,0.413808,0.389375,0.410147,0.385713,0.231022,0.413808,0.511088,-0.034944,0.430364,0.121154,0.465308,0.156098,0.211661,0.465308,0.49201,0.015521,0.652665,0.439066,0.637144,0.423545,0.322743,0.652665,0.412253,102.815842,220.335542,395.198154,117.519699,292.382311,169.60141,395.198154,285.119754,7.184158,147.664458,66.801847,140.480301,59.617689,68.402386,147.664458,-0.119754,14.851524,138.095993,88.739549,123.244468,73.888025,64.711202,138.095993,26.515744,-0.008632,0.503756,0.198257,0.512388,0.206889,0.240109,0.512388,-0.006158,1485.152438,13809.59927,8873.954926,12324.44683,7388.802489,6471.120221,13809.59927,2651.574423,-0.026247,0.460763,0.287651,0.48701,0.313898,0.234772,0.48701,0.440442,Bad
0.020762,0.688714,0.669752,0.667951,0.64899,0.386332,0.688714,0.529491,1.335208,27.115424,33.784703,25.780216,32.449495,17.417672,33.784703,78.453142,0.002203,0.369087,0.37009,0.366884,0.367887,0.212748,0.37009,0.805354,0.013352,0.271154,0.337847,0.257802,0.324495,0.174177,0.337847,0.784531,0.012987,0.283487,0.314313,0.2705,0.301326,0.169372,0.314313,0.78733,11.541326,-18335.45382,-14347.94565,-18346.99514,-14359.48698,9577.577384,18346.99514,8247.033852,93.458674,18691.45382,14760.94565,18597.99514,14667.48698,9762.744613,18691.45382,-7964.533852,93.488422,376.107627,405.667766,282.619206,312.179344,202.6834,405.667766,205.278946,0.011632,0.51555,0.637098,0.503918,0.625466,0.333133,0.637098,0.555427,9348.842167,37610.76272,40566.77658,28261.92055,31217.93441,20268.34002,40566.77658,20527.89459,0.010389,0.345212,0.354319,0.334824,0.343931,0.199018,0.354319,0.759665,Bad
0.041192,0.675176,0.66998,0.633984,0.628788,0.376803,0.675176,0.437029,2.100345,27.152591,33.539739,25.052247,31.439394,17.135331,33.539739,73.523388,0.027695,0.357732,0.355535,0.330036,0.32784,0.198232,0.357732,0.759912,0.021003,0.271526,0.335397,0.250522,0.314394,0.171353,0.335397,0.735234,0.037596,0.287832,0.346661,0.250236,0.309065,0.174651,0.346661,0.742929,-9630.826868,-23539.32359,-23499.66943,-13908.49672,-13868.84256,11492.31516,23539.32359,14353.50505,9735.826868,23895.32359,23912.66943,14159.49672,14176.84256,11687.11216,23912.66943,-14071.00505,98.761212,324.965892,354.996881,226.204679,256.235669,172.990011,354.996881,169.661677,0.056571,0.455667,0.621029,0.399096,0.564458,0.303005,0.621029,0.443914,9876.121203,32496.58915,35499.6881,22620.46794,25623.5669,17299.00114,35499.6881,16966.16765,0.019775,0.336607,0.347246,0.316832,0.327471,0.191922,0.347246,0.714895,Bad
0,0,0,0,0,0,0,0,2.678571,-0.892857,2.678571,-3.571429,0,1.840672,3.571429,51.5625,-0.023819,-0.054984,-0.019234,-0.031165,0.004585,0.022787,0.054984,0.511192,0.026786,-0.008929,0.026786,-0.035714,0,0.018407,0.035714,0.515625,0.027503,-0.009487,0.027503,-0.03699,0,0.019016,0.03699,0.266123,0.558656,164.096814,164.283033,163.538157,163.724376,94.634132,164.283033,135.258829,5.441344,-80.096814,-78.283033,-85.538157,-83.724376,47.349039,85.538157,-67.258829,5.441344,3.627562,5.441344,-1.813781,0,2.565074,5.441344,1.813781,0.048583,-0.016194,0.048583,-0.064778,0,0.033386,0.064778,0.02834,544.134357,362.756238,544.134357,-181.378119,0,256.507396,544.134357,181.378119,0.011696,-0.003808,0.011696,-0.015504,0,0.008004,0.015504,0.340133,Bad
0.017659,0.601933,0.571191,0.584274,0.553532,0.333868,0.601933,0.20332,2.662924,22.891526,29.616672,20.228602,26.953748,14.688966,29.616672,62.31512,0.018431,0.382761,0.380838,0.36433,0.362407,0.215244,0.382761,0.579913,0.019533,0.228915,0.296167,0.209382,0.276634,0.148713,0.296167,0.624925,0.015395,0.250259,0.307439,0.234865,0.292045,0.158405,0.307439,0.616824,11812.40697,42916.48246,57972.48258,31104.07549,46160.0756,26874.81069,57972.48258,83553.36354,-11707.40697,-42568.48246,-57567.48258,-30861.07549,-45860.0756,26682.8232,57567.48258,-83248.86354,71.977961,286.176236,297.345443,214.198276,225.367482,150.634251,297.345443,116.645845,0.036776,0.573575,0.688087,0.5368,0.651312,0.356987,0.688087,0.215893,7197.796052,28617.62361,29734.54428,21419.82756,22536.74823,15063.42512,29734.54428,11664.58449,0.009594,0.303156,0.322583,0.293562,0.312989,0.178086,0.322583,0.59164,Bad
0.014161,0.297123,0.315255,0.282962,0.301093,0.172946,0.315255,0.296551,2.087242,-1.619433,17.14191,-3.706675,15.054668,8.62745,18.761343,69.636032,0.006517,0.125239,0.117674,0.118721,0.111157,0.068363,0.125239,0.730109,0.020872,-0.016194,0.171419,-0.037067,0.150547,0.086274,0.187613,0.69636,0.015614,-0.001044,0.133929,-0.016659,0.118315,0.064984,0.134973,0.701877,61.932973,320.896205,366.113445,258.963232,304.180471,183.139618,366.113445,269.780644,48.067027,47.103795,95.886555,-0.963232,47.819529,39.148043,95.886555,15.219356,57.658647,136.997505,195.641025,79.338859,137.982378,86.188311,195.641025,106.671154,0.035251,-0.049641,0.244428,-0.084892,0.209177,0.129386,0.294069,0.33527,5765.864677,13699.75054,19564.10248,7933.885861,13798.2378,8618.831133,19564.10248,10667.11539,0.00825,0.149303,0.198085,0.141052,0.189835,0.099963,0.198085,0.637631,Bad
0.085459,0.501228,0.479865,0.415769,0.394406,0.261036,0.501228,0.482457,4.51049,25.388643,24.230769,20.878153,19.72028,13.159867,25.388643,74.159832,0.037861,0.259781,0.274309,0.22192,0.236448,0.144202,0.274309,0.774997,0.045105,0.253886,0.242308,0.208782,0.197203,0.131599,0.253886,0.741598,0.045812,0.149609,0.238092,0.103798,0.19228,0.106749,0.238092,0.769499,-4284.832382,-11766.50981,-9501.721103,-7481.677423,-5216.888721,5286.885806,11766.50981,6644.012225,4364.832382,12095.50981,9917.721103,7730.677423,5552.888721,5470.032154,12095.50981,-6330.262225,79.514286,282.600532,303.426295,203.086245,223.912009,150.018727,303.426295,163.118038,0.065503,0.388096,0.38292,0.322593,0.317416,0.205423,0.388096,0.424531,7951.428632,28260.05317,30342.62948,20308.62454,22391.20085,15001.87271,30342.62948,16311.8038,0.04273,0.271607,0.243312,0.228876,0.200581,0.137905,0.271607,0.735105,Bad
0.003638,0.232338,0.256436,0.228699,0.252797,0.140399,0.256436,-0.001283,-1.870629,18.436367,10.769231,20.306997,12.63986,9.531965,20.306997,47.204719,0.006212,0.146169,0.132611,0.139957,0.126399,0.078919,0.146169,0.494055,-0.018706,0.184364,0.107692,0.20307,0.126399,0.09532,0.20307,0.472047,0.018731,0.066379,0.157155,0.047648,0.138424,0.070194,0.157155,0.524794,48330,124584,193320,76254,144990,85044.59353,193320,165127.5,-48250,-124255,-192904,-76005,-144654,84849.64431,192904,-164813.75,-10,97,56,107,66,50.109048,107,6.25,-0.037413,0.368727,0.215385,0.40614,0.252797,0.190639,0.40614,-0.055906,-1000,9700,5600,10700,6600,5010.904775,10700,625,-0.008472,0.183534,0.114097,0.192006,0.122569,0.092864,0.192006,0.465495,Good
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,0,0,0,0,0,0,0,0.5,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,0,33294,33294,33294,33294,19222.29986,33294,30609,25,-33214,-33207,-33239,-33232,19181.31092,33239,-30544,25,18,25,-7,0,11.803954,25,8,0.221239,0.009118,0.221239,-0.212121,0,0.125156,0.221239,0.10834,2500,1800,2500,-700,0,1180.395414,2500,800,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
