@relation AlgoSelection-TestSet-weka.filters.unsupervised.attribute.Remove-R41-48

@attribute Kappa_tr_vs_tr-x1 numeric
@attribute Kappa_tr_vs_te numeric
@attribute Kappa_tr_vs_te-x1 numeric
@attribute Kappa_tr-x1_vs_te numeric
@attribute Kappa_tr-x1_vs_te-x1 numeric
@attribute Kappa_StDev numeric
@attribute Kappa_Range numeric
@attribute Kappa_Avg numeric
@attribute PercCorrect_tr_vs_tr-x1 numeric
@attribute PercCorrect_tr_vs_te numeric
@attribute PercCorrect_tr_vs_te-x1 numeric
@attribute PercCorrect_tr-x1_vs_te numeric
@attribute PercCorrect_tr-x1_vs_te-x1 numeric
@attribute PercCorrect_StDev numeric
@attribute PercCorrect_Range numeric
@attribute PercCorrect_Avg numeric
@attribute Weighted_AreaUnderROC_tr_vs_tr-x1 numeric
@attribute Weighted_AreaUnderROC_tr_vs_te numeric
@attribute Weighted_AreaUnderROC_tr_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te numeric
@attribute Weighted_AreaUnderROC_tr-x1_vs_te-x1 numeric
@attribute Weighted_AreaUnderROC_StDev numeric
@attribute Weighted_AreaUnderROC_Range numeric
@attribute Weighted_AreaUnderROC_Avg numeric
@attribute IR_Recall_tr_vs_tr-x1 numeric
@attribute IR_Recall_tr_vs_te numeric
@attribute IR_Recall_tr_vs_te-x1 numeric
@attribute IR_Recall_tr-x1_vs_te numeric
@attribute IR_Recall_tr-x1_vs_te-x1 numeric
@attribute IR_Recall_StDev numeric
@attribute IR_Recall_Range numeric
@attribute IR_Recall_Avg numeric
@attribute IR_Precision_tr_vs_tr-x1 numeric
@attribute IR_Precision_tr_vs_te numeric
@attribute IR_Precision_tr_vs_te-x1 numeric
@attribute IR_Precision_tr-x1_vs_te numeric
@attribute IR_Precision_tr-x1_vs_te-x1 numeric
@attribute IR_Precision_StDev numeric
@attribute IR_Precision_Range numeric
@attribute IR_Precision_Avg numeric
@attribute SF_Entropy_tr_vs_tr-x1 numeric
@attribute SF_Entropy_tr_vs_te numeric
@attribute SF_Entropy_tr_vs_te-x1 numeric
@attribute SF_Entropy_tr-x1_vs_te numeric
@attribute SF_Entropy_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_StDev numeric
@attribute SF_Entropy_Range numeric
@attribute SF_Entropy_Avg numeric
@attribute SF_Entropy_Gain_tr_vs_tr-x1 numeric
@attribute SF_Entropy_Gain_tr_vs_te numeric
@attribute SF_Entropy_Gain_tr_vs_te-x1 numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te numeric
@attribute SF_Entropy_Gain_tr-x1_vs_te-x1 numeric
@attribute SF_Entropy_Gain_StDev numeric
@attribute SF_Entropy_Gain_Range numeric
@attribute SF_Entropy_Gain_Avg numeric
@attribute KB_Information_tr_vs_tr-x1 numeric
@attribute KB_Information_tr_vs_te numeric
@attribute KB_Information_tr_vs_te-x1 numeric
@attribute KB_Information_tr-x1_vs_te numeric
@attribute KB_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Information_StDev numeric
@attribute KB_Information_Range numeric
@attribute KB_Information_Avg numeric
@attribute KB_Mean_Information_tr_vs_tr-x1 numeric
@attribute KB_Mean_Information_tr_vs_te numeric
@attribute KB_Mean_Information_tr_vs_te-x1 numeric
@attribute KB_Mean_Information_tr-x1_vs_te numeric
@attribute KB_Mean_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Mean_Information_StDev numeric
@attribute KB_Mean_Information_Range numeric
@attribute KB_Mean_Information_Avg numeric
@attribute KB_Relative_Information_tr_vs_tr-x1 numeric
@attribute KB_Relative_Information_tr_vs_te numeric
@attribute KB_Relative_Information_tr_vs_te-x1 numeric
@attribute KB_Relative_Information_tr-x1_vs_te numeric
@attribute KB_Relative_Information_tr-x1_vs_te-x1 numeric
@attribute KB_Relative_Information_StDev numeric
@attribute KB_Relative_Information_Range numeric
@attribute KB_Relative_Information_Avg numeric
@attribute Unweighted_Macro_F_tr_vs_tr-x1 numeric
@attribute Unweighted_Macro_F_tr_vs_te numeric
@attribute Unweighted_Macro_F_tr_vs_te-x1 numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te numeric
@attribute Unweighted_Macro_F_tr-x1_vs_te-x1 numeric
@attribute Unweighted_Macro_F_StDev numeric
@attribute Unweighted_Macro_F_Range numeric
@attribute Unweighted_Macro_F_Avg numeric
@attribute TargetLabel {Bad,Good}

@data
0.025862,0.747936,0.795093,0.722074,0.769231,0.438518,0.795093,0.383639,1.923077,30.260773,40.384615,28.337696,38.461538,20.279581,40.384615,71.280961,0,0.360196,0.384615,0.360196,0.384615,0.21524,0.384615,0.688797,0.019231,0.302608,0.403846,0.283377,0.384615,0.202796,0.403846,0.71281,0.010618,0.295638,0.421106,0.28502,0.410488,0.210223,0.421106,0.728777,0,-24702,2148,-24702,2148,12749.27421,26850,64708.5,80,25031,-1732,24951,-1812,12818.12226,26763,-64394.75,80,375,412,295,332,207.241204,412,193.25,0.038462,0.605215,0.807692,0.566754,0.769231,0.405592,0.807692,0.425619,8000,37500,41200,29500,33200,20724.12041,41200,19325,0.013571,0.374214,0.407029,0.360644,0.393458,0.222082,0.407029,0.687883,Bad
0.095847,0.583453,0.498294,0.487606,0.402448,0.289378,0.583453,0.492357,5.06993,27.83528,25.192308,22.76535,20.122378,14.039575,27.83528,75.091005,0.075746,0.333552,0.324207,0.257807,0.248461,0.170878,0.333552,0.749374,0.050699,0.278353,0.251923,0.227653,0.201224,0.140396,0.278353,0.75091,0.048706,0.197935,0.251713,0.149229,0.203007,0.119472,0.251713,0.771409,-16098.46479,-11804.62087,-9539.488985,4293.843923,6558.975806,6807.46878,16098.46479,9584.712127,16178.46479,12133.62087,9955.488985,-4044.843923,-6222.975806,6879.375505,16178.46479,-9270.962127,97.681945,319.303547,330.505659,221.621602,232.823714,164.362154,330.505659,167.312772,0.098163,0.498498,0.453435,0.400334,0.355271,0.250376,0.498498,0.418602,9768.194523,31930.35474,33050.56589,22162.16022,23282.37137,16436.2154,33050.56589,16731.27716,0.048121,0.306167,0.249174,0.258046,0.201052,0.149555,0.306167,0.742506,Bad
-0.014988,0.521708,0.541631,0.536696,0.556619,0.311453,0.556619,0.191824,-0.22725,22.340533,27.603691,22.567783,27.830941,14.642068,27.830941,60.788483,-0.003046,0.294113,0.286624,0.29716,0.28967,0.168556,0.29716,0.641278,-0.002272,0.223405,0.276037,0.225678,0.278309,0.146421,0.278309,0.607885,0.004925,0.214314,0.286099,0.209389,0.281173,0.14602,0.286099,0.613089,13638.64051,46614.03819,58174.68492,32975.39768,44536.04441,27306.37852,58174.68492,53542.94879,-13537.64051,-46266.03819,-57769.68492,-32728.39768,-44232.04441,27112.58341,57769.68492,-53237.44879,45.117801,235.114967,248.018859,189.997167,202.901058,127.887415,248.018859,109.17267,-0.004373,0.429015,0.524311,0.433388,0.528684,0.279194,0.528684,0.22757,4511.780087,23511.49673,24801.88591,18999.71665,20290.10583,12788.74151,24801.88591,10917.26695,-0.008128,0.26148,0.278496,0.269607,0.286624,0.158411,0.286624,0.593346,Bad
-0.004644,0.203453,0.184035,0.208097,0.188679,0.113492,0.208097,0.088324,-0.505391,12.5,8.928571,13.005391,9.433962,6.500768,13.005391,53.697776,0.000235,0.019547,0.026056,0.019312,0.02582,0.013364,0.026056,0.561934,-0.005054,0.125,0.089286,0.130054,0.09434,0.065008,0.130054,0.536978,0.000155,0.115515,0.096169,0.11536,0.096014,0.061572,0.115515,0.54321,8.994052,104.258456,113.681264,95.264404,104.687212,60.551395,113.681264,127.704837,-2.994052,-20.258456,-27.681264,-17.264404,-24.687211,13.379829,27.681264,-59.704837,-0.612818,15.452742,13.565579,16.06556,14.178397,8.592042,16.06556,6.776592,-0.012795,0.180152,0.111895,0.192947,0.124691,0.092455,0.192947,0.054097,-61.281797,1545.274176,1356.557934,1606.555973,1417.839731,859.204214,1606.555973,677.659179,-0.003802,0.186201,0.156828,0.190002,0.16063,0.100849,0.190002,0.503954,Bad
-0.043391,-0.154095,-0.144907,-0.110704,-0.101515,0.075978,0.154095,0.258873,-3.998801,-9.122914,-9.074559,-5.124113,-5.075758,4.411989,9.122914,62.383601,-0.015538,-0.072129,-0.055848,-0.056591,-0.04031,0.033734,0.072129,0.692841,-0.039988,-0.091229,-0.090746,-0.051241,-0.050758,0.04412,0.091229,0.623836,-0.005529,-0.061254,-0.052878,-0.055724,-0.047348,0.031617,0.061254,0.644793,23.002764,93.229384,95.318958,70.22662,72.316194,48.710305,95.318958,81.623926,-4.002764,-1.229384,-0.318958,2.77338,3.683806,1.819482,4.002764,5.876074,-2.169132,4.923036,5.833954,7.092168,8.003086,3.853077,8.003086,9.034339,-0.030813,-0.052714,-0.04109,-0.021901,-0.010277,0.022614,0.052714,0.111595,-216.913192,492.303639,583.395362,709.21683,800.308553,385.307707,800.308553,903.433908,-0.033726,-0.093645,-0.090095,-0.05992,-0.056369,0.045465,0.093645,0.618903,Good
0.000465,0.330115,0.262004,0.32965,0.261538,0.173044,0.330115,0.152319,-0.576923,12.590616,12.5,13.167539,13.076923,7.413415,13.167539,58.294654,0.006515,0.174017,0.137284,0.167501,0.130769,0.089292,0.174017,0.577061,-0.005769,0.125906,0.125,0.131675,0.130769,0.074134,0.131675,0.582947,0.014612,0.078728,0.148913,0.064116,0.1343,0.068105,0.148913,0.608662,33294,99882,144990,66588,111696,65225.05544,144990,129148.5,-33214,-99553,-144574,-66339,-111360,65028.46431,144574,-128834.75,18,143,146,125,128,78.58488,146,73.25,-0.011538,0.251812,0.25,0.263351,0.261538,0.148268,0.263351,0.165893,1800,14300,14600,12500,12800,7858.48798,14600,7325,-0.003298,0.172839,0.131328,0.176137,0.134626,0.090371,0.176137,0.568854,Bad
-0.006028,-0.071115,-0.057544,-0.065087,-0.051515,0.035916,0.071115,0.29431,2.134293,-2.61748,-0.441465,-4.751773,-2.575758,1.948295,4.751773,65.698789,-0.004789,-0.029486,-0.035602,-0.024697,-0.030813,0.017693,0.035602,0.684347,0.021343,-0.026175,-0.004415,-0.047518,-0.025758,0.019483,0.047518,0.656988,-0.012984,-0.143062,-0.139827,-0.130077,-0.126843,0.078106,0.143062,0.731438,15.289513,83.256522,84.782742,67.967009,69.49323,44.539013,84.782742,79.988977,3.710487,8.743478,10.217258,5.032991,6.50677,4.694408,10.217258,7.511023,4.294174,12.468633,13.942413,8.174458,9.648238,6.648182,13.942413,11.916917,0.013466,-0.010629,0.012531,-0.024095,-0.000935,0.011435,0.024095,0.137116,429.417436,1246.863268,1394.241253,817.445832,964.823817,664.818207,1394.241253,1191.691704,0.005911,-0.007863,0.003871,-0.013774,-0.00204,0.006078,0.013774,0.617652,Good
0.010524,0.898372,0.972412,0.887848,0.961888,0.537878,0.972412,0.36747,0.751748,38.188683,48.846154,37.436935,48.094406,25.286797,48.846154,70.168738,0.001306,0.394312,0.427201,0.393006,0.425895,0.237155,0.427201,0.776045,0.007517,0.381887,0.488462,0.374369,0.480944,0.252868,0.488462,0.701687,0.006639,0.342324,0.491593,0.335685,0.484953,0.246482,0.491593,0.710993,15.188355,-116.18977,-35.131968,-131.378125,-50.320323,58.685403,131.378125,161.437608,64.811645,445.18977,451.131968,380.378125,386.320323,241.502373,451.131968,152.312392,65.272053,364.685593,392.963195,299.41354,327.691142,201.97064,392.963195,192.27308,0.009184,0.590953,0.716928,0.581769,0.707745,0.378431,0.716928,0.436125,6527.205333,36468.55932,39296.31952,29941.35399,32769.11419,20197.06395,39296.31952,19227.30803,0.005292,0.453489,0.492609,0.448197,0.487318,0.272065,0.492609,0.681036,Bad
0.031998,0.559714,0.486543,0.527716,0.454545,0.294601,0.559714,0.216979,4.263878,25.475999,26.99115,21.212121,22.727273,14.037177,26.99115,62.808394,0.008605,0.390904,0.379218,0.382299,0.370613,0.219911,0.390904,0.651992,0.042639,0.25476,0.269912,0.212121,0.227273,0.140372,0.269912,0.628084,0.013082,0.290138,0.274987,0.277056,0.261905,0.15957,0.290138,0.630435,11.759271,-8539.223099,-7459.580199,-8550.98237,-7471.339471,4642.822848,8550.98237,4068.931343,13.240729,8619.223099,7546.580199,8605.98237,7533.339471,4683.363764,8619.223099,-4003.931343,14.160448,47.013474,47.468216,32.853026,33.307768,23.897266,47.468216,19.479209,0.043658,0.424066,0.444605,0.380408,0.400947,0.238974,0.444605,0.184659,1416.044835,4701.347433,4746.821623,3285.302599,3330.776789,2389.726645,4746.821623,1947.920893,0.020849,0.284253,0.277873,0.263403,0.257024,0.156506,0.284253,0.593054,Good
0.117114,0.533365,0.492988,0.416251,0.375874,0.267303,0.533365,0.399429,6.013986,32.590616,24.807692,26.57663,18.793706,15.367261,32.590616,68.570003,0.036326,0.250539,0.24578,0.214212,0.209454,0.133628,0.250539,0.750748,0.06014,0.325906,0.248077,0.265766,0.187937,0.153673,0.325906,0.6857,0.064498,0.137721,0.231948,0.073224,0.16745,0.099669,0.231948,0.740523,-4287.437381,46.817337,188.865248,4334.254717,4476.302629,2184.475681,4476.302629,1321.567736,4367.437381,282.182663,227.134752,-4085.254717,-4140.302629,2102.382949,4367.437381,-1007.817736,80.479022,275.555359,266.588483,195.076337,186.109461,137.31016,275.555359,126.83876,0.084133,0.506928,0.390316,0.422796,0.306184,0.241955,0.506928,0.297914,8047.9022,27555.53589,26658.84831,19507.63369,18610.94611,13731.01604,27555.53589,12683.87599,0.058336,0.327001,0.265101,0.268665,0.206765,0.157949,0.327001,0.679727,Bad
-0.045719,0.36764,0.512061,0.413359,0.55778,0.274211,0.55778,0.131151,-3.306754,41.619433,24.582228,44.926187,27.888982,21.279532,44.926187,50.237812,-0.02546,0.171813,0.255381,0.197274,0.280842,0.13545,0.280842,0.649597,-0.033068,0.416194,0.245822,0.449262,0.27889,0.212795,0.449262,0.502378,0.005675,0.088199,0.480385,0.082524,0.47471,0.228136,0.480385,0.563235,310.321766,-395.890708,151.486896,-706.212475,-158.83487,302.705047,706.212475,618.244762,-200.321766,763.890708,310.513104,964.212475,510.83487,419.948948,964.212475,-333.244762,15.771623,145.442745,120.435768,129.671122,104.664145,73.201572,145.442745,46.542738,-0.021875,0.412332,0.284923,0.434207,0.306798,0.214198,0.434207,0.056069,1577.162262,14544.27447,12043.57678,12967.11221,10466.41452,7320.157235,14544.27447,4654.273754,-0.030173,0.419813,0.366568,0.449986,0.396741,0.237039,0.449986,0.470199,Bad
0.039697,-0.211474,-0.23303,-0.251172,-0.272727,0.140988,0.272727,0.140899,4.676259,-9.153528,-8.960105,-13.829787,-13.636364,6.850723,13.829787,58.035602,0.019093,-0.102725,-0.117271,-0.121818,-0.136364,0.069711,0.136364,0.569319,0.046763,-0.091535,-0.089601,-0.138298,-0.136364,0.068507,0.138298,0.580356,0.030603,-0.134881,-0.163514,-0.165485,-0.194118,0.096503,0.194118,0.597551,3222,49404,50478,46182,47256,27937.76584,50478,41886,-3203,-49312,-50383,-46109,-47180,27888.94429,50383,-41798.5,13,0,1,-13,-12,6.350853,13,9.5,0.093525,-0.183071,-0.179202,-0.276596,-0.272727,0.137014,0.276596,0.160712,1300,0,100,-1300,-1200,635.085296,1300,950,0.027543,-0.092927,-0.09699,-0.12047,-0.124533,0.063796,0.124533,0.550746,Bad
-0.02365,0.099683,0.023319,0.123333,0.04697,0.053454,0.123333,0.134845,-0.893285,5.081892,1.455199,5.975177,2.348485,2.631733,5.975177,56.86243,-0.0026,0.082438,0.061198,0.085038,0.063798,0.043109,0.085038,0.581724,-0.008933,0.050819,0.014552,0.059752,0.023485,0.026317,0.059752,0.568624,-0.003608,0.056374,0.018815,0.059982,0.022423,0.027472,0.059982,0.570393,16.767409,87.82187,91.053943,71.05446,74.286533,47.31307,91.053943,95.912924,2.232591,4.17813,3.946057,1.94554,1.713467,1.931915,4.17813,-8.412924,4.125161,16.994217,16.774012,12.869056,12.648851,8.721823,16.994217,9.685822,0.012552,0.091773,0.083628,0.079221,0.071075,0.047405,0.091773,0.090848,412.516141,1699.421734,1677.401234,1286.905593,1264.885093,872.182316,1699.421734,968.582225,-0.01236,0.049052,0.012887,0.061411,0.025246,0.026523,0.061411,0.566657,Bad
0.00154,0.279406,0.185106,0.277866,0.183566,0.139084,0.279406,0.203209,0.821678,10.709827,10,9.888149,9.178322,5.758302,10.709827,61.347893,0.006216,0.15362,0.131366,0.147405,0.12515,0.081025,0.15362,0.636783,0.008217,0.107098,0.1,0.098881,0.091783,0.057583,0.107098,0.613479,0.007517,0.046673,0.096138,0.039156,0.088622,0.044075,0.096138,0.630351,53.907969,-69.481122,326.349528,-123.389091,272.441559,173.293798,395.830649,563.205863,26.092031,398.481122,89.650473,372.389091,63.558441,183.846604,398.481122,-249.455863,19.315311,91.394194,97.422801,72.078884,78.10749,49.623307,97.422801,55.338191,0.006356,0.122834,0.110825,0.116478,0.104469,0.065851,0.122834,0.14648,1931.53107,9139.419427,9742.28007,7207.888357,7810.749,4962.330737,9742.28007,5533.819133,0.001464,0.149593,0.09941,0.148129,0.097946,0.074339,0.149593,0.597233,Bad
0.160676,0.23039,0.090046,0.069714,-0.070629,0.098552,0.23039,0.431307,9.108392,14.779501,5.576923,5.671109,-3.531469,6.203619,14.779501,71.287642,0.058738,0.056717,0.032141,-0.002021,-0.026597,0.02741,0.058738,0.762624,0.091084,0.147795,0.055769,0.056711,-0.035315,0.062036,0.147795,0.712876,0.084304,-0.000699,0.033792,-0.085004,-0.050512,0.040017,0.085004,0.759345,-12933.38823,29088.93818,51712.03439,42022.32641,64645.42262,29075.02425,64645.42262,50898.99593,13013.38823,-28759.93818,-51296.03439,-41773.32641,-64309.42262,28891.10839,64309.42262,-50585.24593,121.897539,239.519229,246.495627,117.62169,124.598089,116.331703,246.495627,141.793247,0.174323,0.280902,0.110371,0.10658,-0.063952,0.117617,0.280902,0.423546,12189.75387,23951.92292,24649.56273,11762.16904,12459.80886,11633.17029,24649.56273,14179.32473,0.08223,0.144713,0.050076,0.062483,-0.032153,0.060625,0.144713,0.705064,Bad
0.117607,0.595224,0.532293,0.477616,0.414685,0.296578,0.595224,0.451781,6.188811,34.534837,26.923077,28.346026,20.734266,16.449808,34.534837,71.549857,0.070452,0.219767,0.237491,0.149315,0.167039,0.115533,0.237491,0.753307,0.061888,0.345348,0.269231,0.28346,0.207343,0.164498,0.345348,0.715499,0.06146,0.171744,0.253336,0.110284,0.191875,0.112948,0.253336,0.762793,-22542.21629,-12936.892,19345.37777,9605.324293,41887.59406,18117.06393,41887.59406,57775.52691,22622.21629,13265.892,-18929.37777,-9356.324293,-41551.59406,18020.08387,41551.59406,-57461.77691,115.545067,374.966018,368.441081,259.420951,252.896014,187.304833,374.966018,177.762008,0.125365,0.663007,0.523472,0.537642,0.398107,0.315744,0.663007,0.426847,11554.50668,37496.60177,36844.10812,25942.0951,25289.60144,18730.48331,37496.60177,17776.20075,0.058829,0.347894,0.278016,0.289065,0.219187,0.167896,0.347894,0.710339,Bad
-0.02229,0.939112,0.947407,0.961402,0.969697,0.551111,0.969697,0.390441,-0.925422,46.11742,47.559427,47.042842,48.484848,27.31828,48.484848,69.826116,-0.011847,0.529872,0.503403,0.541719,0.51525,0.301933,0.541719,0.723511,-0.009254,0.461174,0.475594,0.470428,0.484848,0.273183,0.484848,0.698261,-0.006059,0.39704,0.480292,0.403099,0.486351,0.25728,0.486351,0.71664,50.425102,-43.368859,38.744153,-93.793961,-11.680949,42.427346,93.793961,167.088356,54.574898,399.368859,374.255847,344.793961,319.680949,209.015708,399.368859,115.411644,65.270057,338.236416,338.369962,272.96636,273.099906,178.477939,338.369962,149.607391,-0.012514,0.690608,0.706241,0.703122,0.718755,0.40693,0.718755,0.322732,6527.005677,33823.64163,33836.99624,27296.63595,27309.99056,17847.79386,33836.99624,14960.73909,-0.011236,0.486341,0.474703,0.497577,0.485939,0.280751,0.497577,0.690667,Bad
0.028492,0.159142,0.246659,0.13065,0.218167,0.115218,0.246659,0.276016,5.079737,-5.404858,15.988064,-10.484596,10.908326,9.115965,21.392922,68.96888,0.014207,0.138352,0.232901,0.124145,0.218695,0.110214,0.232901,0.672208,0.050797,-0.054049,0.159881,-0.104846,0.109083,0.09116,0.213929,0.689689,0.006823,-0.022298,0.146313,-0.029121,0.13949,0.07675,0.168611,0.707759,512.353285,2837.809079,2959.530929,2325.455794,2447.177644,1540.717605,2959.530929,1486.617294,-402.353285,-2469.809079,-2497.530929,-2067.455794,-2095.177644,1328.044211,2497.530929,-1201.617294,82.685738,151.344047,212.832828,68.658308,130.14709,91.50267,212.832828,105.147905,0.089782,-0.014004,0.34755,-0.103786,0.257768,0.167577,0.361554,0.311213,8268.573836,15134.40468,21283.28282,6865.830843,13014.70898,9150.266987,21283.28282,10514.79054,0.023531,0.069963,0.143147,0.046432,0.119616,0.063087,0.143147,0.622056,Bad
-0.006028,-0.071115,-0.057544,-0.065087,-0.051515,0.035916,0.071115,0.29431,2.134293,-2.61748,-0.441465,-4.751773,-2.575758,1.948295,4.751773,65.698789,-0.007897,-0.013705,-0.006763,-0.005808,0.001134,0.005621,0.013705,0.66975,0.021343,-0.026175,-0.004415,-0.047518,-0.025758,0.019483,0.047518,0.656988,-0.012984,-0.143062,-0.139827,-0.130077,-0.126843,0.078106,0.143062,0.731438,15.428492,83.710799,85.131722,68.282307,69.70323,44.736245,85.131722,80.119076,3.571508,8.289201,9.868278,4.717693,6.29677,4.502304,9.868278,7.380924,4.179541,12.14668,13.725757,7.967139,9.546216,6.522434,13.725757,12.106239,0.012481,-0.017845,0.007203,-0.030326,-0.005279,0.013232,0.030326,0.140686,417.954069,1214.667953,1372.575661,796.713884,954.621592,652.243438,1372.575661,1210.623852,0.005911,-0.007863,0.003871,-0.013774,-0.00204,0.006078,0.013774,0.617652,Good
0.00607,-0.036584,-0.021203,-0.042654,-0.027273,0.019631,0.042654,0.218999,3.309353,-0.520435,1.945716,-3.829787,-1.363636,1.770526,3.829787,62.125694,-0.016491,-0.118259,-0.09925,-0.101768,-0.082759,0.058931,0.118259,0.694787,0.033094,-0.005204,0.019457,-0.038298,-0.013636,0.017705,0.038298,0.621257,-0.003418,-0.084031,-0.076021,-0.080613,-0.072604,0.045356,0.084031,0.677201,13.23824,89.512017,90.555509,76.273777,77.31727,48.463638,90.555509,84.539423,5.76176,2.487984,4.444491,-3.273777,-1.31727,2.507026,5.76176,2.960577,6.433526,11.773218,13.729725,5.339692,7.296198,6.151416,13.729725,11.799589,0.031077,-0.028107,0.004738,-0.059184,-0.026339,0.024245,0.059184,0.140402,643.35264,1177.321792,1372.972454,533.969152,729.619814,615.141575,1372.972454,1179.958917,0.014039,0.007289,0.020588,-0.006749,0.006549,0.008848,0.020588,0.572938,Good
-0.012077,0.082262,0.082262,0.09434,0.09434,0.051218,0.09434,0.04415,-0.252695,0.892857,4.464286,1.145553,4.716981,2.181517,4.716981,53.188174,-0.001726,0.096424,0.049481,0.09815,0.051207,0.046733,0.09815,0.557815,-0.002527,0.008929,0.044643,0.011456,0.04717,0.021815,0.04717,0.531882,-0.005487,0.255793,0.292783,0.26128,0.29827,0.160671,0.29827,0.407011,5.485553,73.62508,74.392882,68.139527,68.907328,41.207654,74.392882,69.679794,0.514447,10.37492,11.607118,9.860473,11.092672,6.221089,11.607118,-1.679794,0.518008,4.031962,5.264177,3.513955,4.74617,2.592119,5.264177,2.901706,0.00218,0.000555,0.044312,-0.001626,0.042132,0.02172,0.044312,0.036053,51.800758,403.196211,526.417747,351.395453,474.616989,259.211906,526.417747,290.170575,-0.004368,0.19137,0.206874,0.195739,0.211242,0.11641,0.211242,0.441738,Bad
-0.010727,0.345313,0.327385,0.35604,0.338112,0.197472,0.35604,0.046507,0.979021,2.429521,17.884615,1.4505,16.905594,8.433483,17.884615,56.792095,-0.00697,0.164231,0.162086,0.1712,0.169056,0.096258,0.1712,0.524557,0.00979,0.024295,0.178846,0.014505,0.169056,0.084335,0.178846,0.567921,-0.001317,0.068987,0.227166,0.070304,0.228484,0.107445,0.228484,0.542662,27924,128880,149286,100956,121362,73605.57485,149286,135055.5,-27844,-128551,-148870,-100707,-121026,73408.09397,148870,-134741.75,28,89,138,61,110,61.894399,138,62.25,0.01958,0.04859,0.357692,0.02901,0.338112,0.16867,0.357692,0.135842,2800,8900,13800,6100,11000,6189.439932,13800,6225,-0.001021,0.178088,0.238664,0.179108,0.239685,0.123111,0.239685,0.501118,Bad
0.028983,0.098447,0.123323,0.069464,0.09434,0.057796,0.123323,0.060634,1.533019,6.25,6.25,4.716981,4.716981,3.227163,6.25,52.741745,0.015236,0.079498,0.090346,0.064262,0.07511,0.04528,0.090346,0.520407,0.01533,0.0625,0.0625,0.04717,0.04717,0.032272,0.0625,0.527417,0.015769,0.045395,0.062939,0.029626,0.04717,0.028404,0.062939,0.531913,4.088083,73.705427,83.12592,69.617344,79.037836,44.292043,83.12592,122.179469,1.911917,10.294573,2.87408,8.382656,0.962164,4.510658,10.294573,-54.179469,1.93654,11.638405,11.333742,9.701865,9.397202,6.124968,11.638405,3.859347,0.013172,0.145483,0.138028,0.132311,0.124857,0.078284,0.145483,0.015888,193.654012,1163.840504,1133.374249,970.186492,939.720236,612.496798,1163.840504,385.934673,0.014457,0.072043,0.080828,0.057586,0.066371,0.040549,0.080828,0.519795,Bad
0,0,0,0,0,0,0,0,11.061947,0.455886,11.061947,-10.606061,0,6.257783,11.061947,55.417002,0,0,0,0,0,0,0,0.5,0.110619,0.004559,0.110619,-0.106061,0,0.062578,0.110619,0.55417,0.122856,0.005547,0.122856,-0.117309,0,0.069367,0.122856,0.310041,0.258549,221.514529,221.586922,221.25598,221.328374,127.837782,221.586922,203.562047,24.741451,-141.514529,-134.586922,-166.25598,-159.328374,87.477004,166.25598,-138.562047,24.741451,17.813845,24.741451,-6.927606,0,11.681878,24.741451,7.917264,0.218951,0.009023,0.218951,-0.209927,0,0.123861,0.218951,0.10722,2474.145139,1781.3845,2474.145139,-692.760639,0,1168.18783,2474.145139,791.726445,0.045788,0.001762,0.045788,-0.044025,0,0.025937,0.045788,0.355787,Bad
0.029034,0.449286,0.565048,0.420252,0.536014,0.288575,0.565048,0.227283,2.814685,16.606927,29.615385,13.792242,26.800699,13.658047,29.615385,63.509982,0.007482,0.363243,0.398551,0.355761,0.391069,0.218249,0.398551,0.617105,0.028147,0.166069,0.296154,0.137922,0.268007,0.13658,0.296154,0.6351,0.014312,0.140902,0.300313,0.12659,0.286002,0.139487,0.300313,0.646493,34.050102,169.007817,245.193009,134.957716,211.142908,114.906397,245.193009,281.483521,45.949898,159.992183,170.806991,114.042284,124.857092,84.456999,170.806991,32.266479,48.013508,177.037478,199.798981,129.02397,151.785473,97.370127,199.798981,87.392542,0.041428,0.285576,0.431875,0.244149,0.390447,0.204786,0.431875,0.182598,4801.3508,17703.74779,19979.8981,12902.39699,15178.5473,9737.012674,19979.8981,8739.254217,0.016609,0.224362,0.285025,0.207753,0.268416,0.144551,0.285025,0.610039,Bad
